State_Code,State_Name,State_Type,Country_Code,Country_Name,Species,Alt,Rain,pH,Temp_Min,Temp_Max,Texture,Fertility,Cycle,Growth
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acacia tortilis,2,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acacia torulosa,0,0,2,1,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acacia trachycarpa,0,0,0,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acacia tumida,0,1,0,1,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acacia victoriae,2,0,1,2,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acacia xiphohylla,2,0,0,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acehmea magdalenae,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acer caesium,2,2,1,2,1,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acer saccharum,2,2,1,2,0,0,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Achnatherum splendens,2,0,0,2,0,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acrocarpus fraxinifolius,2,2,2,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Acroceras macrum,2,2,1,2,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Actinidia arguta,2,2,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Actinidia chinensis,2,2,1,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Adansonia digitata,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Adansonia gregorii,0,2,2,1,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Adenanthera pavonina,0,0,2,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aegle marmelos,2,2,1,1,2,0,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aeschynomene americana,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aeschynomene falcata,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aeschynomene histrix,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aeschynomene indica,2,1,2,2,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aesculus indica,2,2,1,1,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aframomum corrorima,2,1,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Afzelia africana,2,2,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Afzelia quanzensis,2,2,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agathis australis,0,2,1,2,1,2,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agathis dammara,2,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agathis labillardieri,2,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agathis microstachya,2,0,2,1,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agathis robusta,2,1,2,2,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agave lecheguilla,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agave sisalana,2,1,1,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agropyron cristatum,2,0,2,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agropyron dasystachyum,2,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agropyron desertorum,2,0,2,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agropyron intermedium,2,0,1,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agrostis canina,2,0,2,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agrostis gigantea,2,0,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agrostis stolonifera,2,1,2,2,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Agrostis tenuis,2,1,2,2,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ailanthus altissima,2,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ailanthus excelsa,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ailanthus grandis,2,0,2,1,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia falcataria,2,1,2,1,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia lebbeck,2,2,1,1,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia lophantha,0,0,0,2,1,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia lucida,2,1,2,2,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia odoratissima,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia procera,2,1,2,2,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia pullenii,0,0,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia stipulata,2,1,2,1,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Albizia toona,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aleurites fordii,2,1,1,2,0,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aleurites moluccana,2,2,2,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aleurites montana,2,1,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium ampeloprasum,2,1,1,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium cepa,2,1,1,2,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium cepa var. aggregatum,2,0,1,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium cepa var. cepa,2,1,1,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium chinense,0,1,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium fistulosum,2,2,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium sativum,2,2,1,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium schoenoprasum,2,2,1,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Allium tuberosum,2,2,1,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alnus acuminata,2,1,2,2,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alnus japonica,2,1,2,2,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alnus maritima,2,2,0,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alnus nepalensis,2,2,2,2,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alnus rubra,2,2,2,2,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alocasia macrorrhizos,2,0,2,2,1,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aloe ferox,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alopecurus arundinaceus,2,0,1,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alopecurus geniculatus,2,0,2,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alopecurus pratensis,2,1,2,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aloysia triphylla,2,2,2,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alphitonia excelsa,2,1,2,2,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alpinia galanga,2,0,2,1,2,2,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alstonia scholaris,2,2,2,1,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alysicarpus monilifer,2,1,1,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Alysicarpus vaginalis,2,2,2,1,2,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus caudatus,2,2,2,1,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus cruentus,2,1,2,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus dubius,2,1,1,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus hybridus,2,0,0,2,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus lividus,2,2,2,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus sp.,2,2,2,2,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amaranthus tricolor,2,2,2,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ammandra natalia,2,0,2,1,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Amorphophallus paeoniifolius,2,2,2,0,2,0,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anacardium occidentale,2,2,2,2,2,2,2,2,3
TZA.14_1,Morogoro,Region,TZA,Tanzania,Ananas comosus,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Andropogon gayanus,2,2,2,1,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anethum graveolens,2,1,1,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Angelica archangelica,2,1,2,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anisoptera scaphula,2,1,2,2,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona atemoya,2,1,2,1,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona cherimola,2,1,1,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona cherimola x Annona squamosa,2,1,2,1,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona diversifolia,2,2,1,2,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona montana,2,2,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona muricata,2,2,2,2,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona purpurea,2,2,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona reticulata,2,2,2,1,1,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona scleroderma,2,0,2,1,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona senegalensis,2,2,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Annona squamosa,2,1,1,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anogeissus latifolia,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anthemis nobilis,0,1,1,2,1,1,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anthephora pubescens,2,0,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anthocephalus chinensis,2,0,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anthocleista nobilis,2,2,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Anthyllis vulneraria,2,0,1,2,0,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Antidesma bunius,2,1,1,1,1,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Apium graveolens,2,2,1,2,0,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Apium graveolens var. dulce,2,2,2,2,0,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arachis glabrata,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arachis hypogaea,2,2,2,1,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arachis pintoi,2,1,2,1,1,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Araucaria angustifolia,2,1,2,2,0,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Araucaria bidwillii,2,2,2,2,1,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Araucaria cunninghamii,2,2,2,2,1,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Araucaria hunsteinii,2,0,2,1,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Archidendron jiringa,2,1,2,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Archontophoenix cunningham,2,2,2,2,1,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Areca catechu,2,1,2,2,2,1,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arenga pinnata,2,0,1,1,1,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Argania sideroxylon,2,0,0,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida adscensionis,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida ciliata,0,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida lanata,0,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida latifolia,2,0,0,1,2,0,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida obtusa,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida pennata,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida plumosa,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida pungens,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aristida raddiana,0,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arracacia xanthorrhiza,2,1,2,2,0,2,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arrhenatherum elatius,2,1,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artemisia afra,2,0,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artemisia annua,2,2,1,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artocarpus altilis,2,1,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artocarpus chaplasha,2,0,2,1,2,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artocarpus heterophyllus,2,1,2,2,2,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artocarpus hirsutus,2,0,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artocarpus integer,2,1,2,1,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Artocarpus lakoocha,2,1,2,1,2,0,1,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arundinaria pusilla,2,2,2,2,1,2,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Arundinella hirta,2,2,1,2,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Asclepias speciosa,2,0,2,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Asclepias tuberosa,0,0,2,2,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Asimina triloba,2,1,1,2,1,1,0,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Asparagus officinalis,2,1,1,2,2,1,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Astragalus gummifer,2,0,0,2,0,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Astrebla elymoides,2,0,0,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Astrebla lappacea,2,0,0,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Astrebla pectinata,2,0,0,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Astrebla squarrosa,2,0,0,1,2,0,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Astrocaryum jauari,0,0,1,1,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atalaya hemiglauca,2,0,1,2,2,2,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atherosperma moschatum,2,1,2,2,0,0,2,2,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Athrotaxis selaginoides,2,1,2,2,0,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atriplex canescens,2,0,0,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atriplex confertifolia,2,0,0,2,2,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atriplex gardneri,2,0,0,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atriplex glauca,2,0,0,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atriplex hortensis,2,1,1,2,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Atriplex lentiformis,2,0,0,2,1,1,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Attalea cohune,0,1,2,1,1,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Attalea funifera,0,0,1,1,1,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Aucoumea klaineana,0,0,2,1,2,2,2,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Avena nuda,2,1,2,2,1,1,2,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Avena sterilis,2,0,1,2,2,2,1,0,0
TZA.14_1,Morogoro,Region,TZA,Tanzania,Averrhoa bilimbi,2,2,2,1,2,2,1,2,2
TZA.14_1,Morogoro,Region,TZA,Tanzania,Averrhoa carambola,2,2,2,1,2,2,2,0,0
